Job_Id,Creation_Date,Job_Title,Business_Unit,Country,City_or_Town,Institution,Qualifications_Type,Qualification_Name,Other_Qualifications,Professional_Qualification,General_Work_Experience,current_Salay,Expected_Salary,General_Availability,Gender,Current_Employer,Current_Title,Job_Experience_Level,Type_of_Employment,Eligibility_Namibia,Academic_Average,Campus_Hire_or_Experienced_Hire,Tax_Company_Experience,Interview_Score
65-619-5157,04/01/2024 8:25,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,Economics,NA,na,1 - 2 years,72058,65587,Must honour 30 day notice period (or longer),Male,First Capital Namibia,Admin Clerk * Logistic Department,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,5.06
65-619-5157,12/01/2024 18:28,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,Accounting And Finance,none,None,2 - 3 years,0,64150,Available at 1-weeks’ notice,Female,Aspexx Investments,Head Of Client Services,Mid-Senior Level,Full-time,Yes,50-60%,Experienced Hire,none,5.33
65-619-5157,04/01/2024 20:39,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Accounting And Finance,NA,none,11 - 13 years,0,68218,Must honour 30 day notice period (or longer),Female,Nedbank Namibia,Estates Administrator,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,0
65-619-5157,08/01/2024 23:48,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Accounting And Finance,none,None,11 - 13 years,58352,68078,Available immediately,Male,Bourbon,Administrative Officer,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
65-619-5157,11/01/2024 9:41,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,South Africa,Gauting,Namibia University of Science and Technology (NUST),Diploma,Accounting And Finance,none,None,2 - 3 years,0,67314,Must honour 30 day notice period (or longer),Female,none,none,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.46
65-619-5157,11/01/2024 8:46,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The International University of Management,Diploma,Business Informatics,none,None,7-10 years,64714,61167,Available immediately,Female,Namibia Statistics Agency,Constituency It Field Technician,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.83
65-619-5157,06/01/2024 21:05,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The International University of Management,Certificate,Accounting And Finance,NA,none,1 - 2 years,55845,58606,Available at 2-weeks’ notice,Female,Swakopmund Municipality,Debtors Clerk,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.28
65-619-5157,14/01/2024 21:00,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/ Honours equivalent,Accounting And Finance,none,None,2 - 3 years,53580,63700,Available at 2-weeks’ notice,Male,Novelty Communications,Quality Assurance Officer,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.24
65-619-5157,06/01/2024 0:38,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,Science,none,None,5 - 7 years,75562,66146,Available at 2-weeks’ notice,Female,Jabu,Distribution Coordinator,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.89
65-619-5157,08/01/2024 9:19,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,Business Administration,none,None,2 - 3 years,58019,60309,Must honour 30 day notice period (or longer),Male,Momentum Metropolitan Holdings Limited,Customer Service Administrator,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,4.26
65-619-5157,05/01/2024 7:46,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree,Accounting And Finance,Diploma Management practice and Accounting for managers,none,3 - 4 years,0,71655,Must honour 30 day notice period (or longer),Male,Dimension Data,Logistic Administrator,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,2.57
65-619-5157,09/01/2024 21:52,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Masters Degree,Hospitality And Tourism,none,None,0 - 1 years,75634,77737,Available immediately,Female,Mekenificent Wellness Centre,Waitress,Mid-Senior Level,Full-time,Yes,80-89%,Experienced Hire,none,0
65-619-5157,04/01/2024 10:15,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Nigeria,Lagos,Namibia University of Science and Technology (NUST),Bachelors Degree,Accounting And Finance,none,None,Greater than 13 years,56731,79926,Available at 1-weeks’ notice,Male,Worldwide Commercial Ventures Limited,Payable Account Officer,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.96
65-619-5157,14/01/2024 5:49,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Masters Degree,Accounting And Finance,NA,FINANCIAL MODELLING AND VALUATION ANALYST,5 - 7 years,0,75566,Must honour 30 day notice period (or longer),Male,Standard Bank Namibia,Personal Assistant To The National Sales Manager,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
65-619-5157,17/01/2024 13:41,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,Accounting And Finance,NA,none,2 - 3 years,70341,61653,Must honour 30 day notice period (or longer),Male,Mobile Telecommunications Limited,Accounts Receivable Assistant,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,2.58
65-619-5157,04/01/2024 17:48,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The International University of Management,Honours Degree/ Honours equivalent,Economics,none,None,0 - 1 years,79685,75975,Available immediately,Male,Mclp Research & Consulting,Research Intern,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.05
65-619-5157,04/01/2024 18:42,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Diploma,Science Field With Accounting,none,None,0 - 1 years,68717,58102,Available immediately,Male,Namibia Post Limited,Savings Bank Clerk,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.2
65-619-5157,05/01/2024 13:44,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Diploma,Accounting And Finance,none,None,4 - 5 years,66703,62173,Must honour 30 day notice period (or longer),Female,Old Mutual Namibia,Financial Consultant,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.41
65-619-5157,12/01/2024 6:42,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,Accounting And Finance,NA,none,4 - 5 years,58254,80094,Available immediately,Male,Radial Truss Industries (Rti),Creditors Clerk,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.72
65-619-5157,17/01/2024 9:39,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,Accounting And Finance,none,None,1 - 2 years,68274,78188,Available at 1-weeks’ notice,Male,Rosewood Academy,Office Administrator,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,2.19
65-619-5157,12/01/2024 3:17,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,Accounting And Finance,NA,none,1 - 2 years,0,74544,Available at 1-weeks’ notice,Female,Flamingo Inflight Catering,Debtors Clerk,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
65-619-5157,07/01/2024 21:18,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,Finance,NA,none,1 - 2 years,77451,73697,Must honour 30 day notice period (or longer),Male,National Housing Enterprise,Finance Officer,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.8
65-619-5157,12/01/2024 7:39,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Economics,none,None,0 - 1 years,64957,71056,Available immediately,Male,Bismarck Consultancy Services,Senior Manager - Audit And Consulting,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,0
65-619-5157,08/01/2024 6:56,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Masters Degree,Accounting And Finance,NA,non,0 - 1 years,0,65549,Available immediately,Male,Cheetah Conservation Fund,Internship Trainee,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.99
65-619-5157,13/01/2024 7:13,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,Law,International Relations and Diplomacy Management,none,1 - 2 years,54559,79879,Must honour 30 day notice period (or longer),Male,Windhoek City Police,Legal Services And Policy Development Specialist,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.26
65-619-5157,08/01/2024 6:59,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The International University of Management,Bachelors Degree,Human Resources Management,none,None,4 - 5 years,55389,56454,Available immediately,Female,Dupwies Management Services,Credit Controller,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.08
65-619-5157,08/01/2024 11:54,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,Accounting And Finance,none,None,2 - 3 years,0,79365,Available immediately,Female,Tst Marketing And Advertising Agency,Legal Advisor,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,2.45
65-619-5157,07/01/2024 21:54,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Accounting And Finance,none,None,1 - 2 years,0,73044,Available at 1-weeks’ notice,Female,Alugodhi Engineering And Construction Cc,Finance Assistant,Mid-Senior Level,Full-time,Yes,80-89%,Experienced Hire,none,3.47
65-619-5157,11/01/2024 9:26,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Masters Degree,Accounting And Finance,none,None,0 - 1 years,0,73142,Available at 2-weeks’ notice,Male,Outrightnamibia,Communications And Advocacy Officer,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.96
65-619-5157,16/01/2024 14:35,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,Business Administration,NA,Business Administration,7-10 years,54234,63136,Must honour 30 day notice period (or longer),Female,Fnb Namibia,Home Loans Administrator,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.9
65-619-5157,07/01/2024 18:43,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Walvis Bay,University of Namibia (UNAM),Bachelors Degree,Accounting And Finance,NA,none,0 - 1 years,68413,71779,Must honour 30 day notice period (or longer),Female,Erongo Red,Asset And Fleet Administrator,Mid-Senior Level,Full-time,Yes,50-60%,Experienced Hire,none,0
65-619-5157,03/01/2024 11:41,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Lüderitz,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Business Management,none,None,7-10 years,53966,53757,Available at 2-weeks’ notice,Female,Grupo Nueva Pescanova,Creditors Clerk,Mid-Senior Level,Full-time,Yes,50-60%,Experienced Hire,none,5.91
65-619-5157,09/01/2024 14:16,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Zimbabwe,Harare,University of Namibia (UNAM),Honours Degree/ Honours equivalent,Accounting And Finance,none,None,0 - 1 years,79777,76883,Available at 1-weeks’ notice,Male,Tenok Energy,Finance Administrator,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
65-619-5157,05/01/2024 1:21,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,Accounting And Finance,none,none,2 - 3 years,0,53722,Available at 2-weeks’ notice,Male,Express Credit Namibia,Clients Services Team Leader/ Supervisor,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,0
65-619-5157,10/01/2024 17:11,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,Accounting And Finance,none,None,None,57665,61452,Available immediately,Male,Old Mutual Namibia,Financial Advisor,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.57
65-619-5157,05/01/2024 14:42,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Matric Certificate,Business Administration,none,None,Greater than 13 years,0,70246,Available immediately,Male,N/A,Warehouse Clerk,Mid-Senior Level,Full-time,Yes,50-60%,Experienced Hire,none,3.06
65-619-5157,05/01/2024 12:54,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The International University of Management,Certificate,Accounting And Finance,none,None,0 - 1 years,0,64546,Must honour 30 day notice period (or longer),Female,Pupkewitz Megatech,Creditors Clerk,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,3.22
65-619-5157,10/01/2024 16:18,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Higher Diploma,Accounting And Finance,none,None,5 - 7 years,0,60732,Available at 24-hours’ notice,Female,Standard Bank,Customer Consultant,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,2.85
65-619-5157,10/01/2024 9:58,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,Real Estate Construction,NA,Certificate,7-10 years,0,75819,Must honour 30 day notice period (or longer),Male,Nfm,Executive Office  Administrator / Marketing Assistant / Realtor,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,5.47
65-619-5157,04/01/2024 11:03,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,,,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,Economics,studying towards a MBA Finance,None,7-10 years,0,59468,Available at 1-weeks’ notice,Female,Evergreen College  Namibia,Private Tutor,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.65
65-619-5157,15/01/2024 7:49,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Marketing,NA,no,7-10 years,80146,64834,Must honour 30 day notice period (or longer),Female,Pricewaterhousecoopers Namibia,Senior Associate,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.11
65-619-5157,03/01/2024 16:21,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The International University of Management,Bachelors Degree,Economics,none,None,1 - 2 years,75883,69170,Must honour 30 day notice period (or longer),Male,Dupwies Management Services,Contracting Clerk,Mid-Senior Level,Full-time,Yes,90-100%,Experienced Hire,none,0
65-619-5157,03/01/2024 19:46,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Diploma,Accounting And Finance,Post Graduate Diploma in Risk Management,None,3 - 4 years,58765,71744,Available immediately,Female,First Capital Treasury Solutions,Accountant,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.34
65-619-5157,09/01/2024 10:46,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,International Training College Lingua,Diploma,Finance,none,None,3 - 4 years,58349,65448,Must honour 30 day notice period (or longer),Male,Broll Namibia,Accountant,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
65-619-5157,09/01/2024 8:43,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Higher Diploma,Accounting And Finance,none,None,2 - 3 years,0,57706,Must honour 30 day notice period (or longer),Female,Standard Bank Namibia,"Officer, Customer Insights, Customer Experience And Market Intelligence",Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.18
65-619-5157,05/01/2024 19:05,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,Accounting And Finance,none,None,3 - 4 years,63022,66812,Must honour 30 day notice period (or longer),Male,Fnb Namibia,Field Operator Officer,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.55
65-619-5157,04/01/2024 6:53,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Walvis Bay,University of Namibia (UNAM),Masters Degree,Accounting And Finance,none,None,4 - 5 years,69897,69777,Must honour 30 day notice period (or longer),Female,Greg'S Motor Spares,Procurement Buyer,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
65-619-5157,05/01/2024 13:22,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Masters Degree,Accounting And Finance,none,None,0 - 1 years,70817,70755,Available immediately,Female,Orion Consultant,Administrative Assistant Manager And Tax Consultant,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,3.31
65-619-5157,05/01/2024 13:11,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,Accounting And Finance,none,None,0 - 1 years,65492,64273,Available at 2-weeks’ notice,Male,Old Mutual Namibia,Client Service Consultant,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,5.2
65-619-5157,05/01/2024 13:33,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Business Administration,none,None,4 - 5 years,60935,58815,Available immediately,Female,British American Tobacco,Executive Administrator,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,2.56
65-619-5157,09/01/2024 21:28,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Oshakati,University of Namibia (UNAM),Honours Degree,Accounting And Finance,Certificate,"Sorry, I don’t understand the question",4 - 5 years,70545,58385,Available immediately,Female,Nedbank Namibia,Bank Teller,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,4.48
65-619-5157,03/01/2024 21:38,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Zimbabwe,Harare,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Accounting And Finance,development Studies,none,5 - 7 years,67499,59604,Available immediately,Male,Cfao Motors Zimbabwe,Sales And Marketing Administrator,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.67
65-619-5157,11/01/2024 13:16,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,Accounting And Finance,NA,none,0 - 1 years,0,72505,Available at 24-hours’ notice,Male,Standard Bank Namibia,Cam'S Officer,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,4.73
65-619-5157,07/01/2024 11:45,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Certificate,Business Administration,NA,none,0 - 1 years,62712,65734,Must honour 30 day notice period (or longer),Female,First National Bank,Administrator,Mid-Senior Level,Full-time,Yes,80-89%,Experienced Hire,none,4.83
65-619-5157,08/01/2024 2:02,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,Accounting And Finance,none,None,2 - 3 years,0,57511,Must honour 30 day notice period (or longer),Female,Momentum Metropolitan Holdings Limited,Client Service Administrator,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.59
65-619-5157,12/01/2024 19:49,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Accounting And Finance,none,None,1 - 2 years,0,77153,Must honour 30 day notice period (or longer),Female,First National Bank,Financial Controller,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,2.38
65-619-5157,04/01/2024 7:04,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,Accounting And Finance,none,None,0 - 1 years,69073,64624,Available at 2-weeks’ notice,Male,Sanlam Namibia,Administrative Assistant,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.92
65-619-5157,07/01/2024 18:25,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,South Africa,Sebokeng,The International University of Management,Diploma,Accounting And Finance,none,None,7-10 years,57274,68448,Available immediately,Male,North West University,Administrative Assistant - Centre For Teaching And Learning,Mid-Senior Level,Full-time,Yes,80-89%,Experienced Hire,none,3.84
65-619-5157,16/01/2024 14:57,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Information Technology,NA,none,7-10 years,0,75971,Available at 2-weeks’ notice,Female,Virtua Technologies Sabine Nangutuwala - Virtue,Helpdesk And Warranty Administrator,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.74
65-619-5157,07/01/2024 5:55,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,South Africa,Durban,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,None,NA,none,0 - 1 years,59154,66556,Available at 2-weeks’ notice,Male,Deloitte & Touche,Risk Advisory Contact Centre Agent,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.34
65-619-5157,05/01/2024 13:31,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,Health And Media,NA,no,11 - 13 years,0,69771,Available immediately,Female,Beautello,Business Owner,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.97
65-619-5157,15/01/2024 19:58,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Project Management,NA,none,1 - 2 years,58137,59999,Available immediately,Female,Namibia Qualifications Authority,Administrator,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,3.21
65-619-5157,11/01/2024 6:08,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,Accounting And Finance,none,None,4 - 5 years,71675,77914,Available immediately,Male,Business And Intellectual Property Authority (Bipa),Administrative Assistant,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
65-619-5157,09/01/2024 16:30,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Masters Degree,Accounting And Finance,none,None,7-10 years,55317,57427,Available immediately,Female,Namibia Institute Of Pathology,Lab Administrator,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.44
65-619-5157,09/01/2024 11:21,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The Institute of Information Technology,Masters Degree,Human Resources Management,none,None,1 - 2 years,78172,76580,Must honour 30 day notice period (or longer),Male,Development Bank Of Namibia,Portfolio Administrator,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,4.39
65-619-5157,05/01/2024 13:06,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The International University of Management,Bachelors Degree,Accounting And Auditing,none,None,0 - 1 years,62266,79278,Available immediately,Female,Fnb Namibia,Customer Service Administrator,Mid-Senior Level,Full-time,Yes,50-60%,Experienced Hire,none,5.06
65-619-5157,16/01/2024 7:55,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,Law,NA,See attached CV,Greater than 13 years,0,75579,Available at 2-weeks’ notice,Male,Freshmark - A Division Of Shoprite,Hr-People Delivery Admin,Mid-Senior Level,Full-time,Yes,40-50%,Experienced Hire,none,5.81
65-619-5157,03/01/2024 15:48,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/ Honours equivalent,Accounting And Finance,none,None,7-10 years,60944,55802,Available at 2-weeks’ notice,Male,Agra Provision,Administrative Assistant,Mid-Senior Level,Full-time,Yes,50-60%,Experienced Hire,none,0
65-619-5157,16/01/2024 11:19,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Business Management,none,none,5 - 7 years,72703,68982,Available immediately,Male,Project Hope,Data Management Manager,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.64
65-619-5157,05/01/2024 14:56,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,Business Administration,none,None,None,72600,78902,Must honour 30 day notice period (or longer),Male,Babcock International Group - Africa,Senior Administrative Clerk,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,3.58
65-619-5157,08/01/2024 12:45,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,Accounting And Finance,NA,none,5 - 7 years,0,69867,Available immediately,Female,Analytical Laboratory Services (Pty) Ltd,Bookkeeper,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.6
65-619-5157,12/01/2024 10:02,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Higher Diploma,Finance,none,None,4 - 5 years,76399,74165,Must honour 30 day notice period (or longer),Male,Women’S Action For Development,Finance And Human Resources Manager,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,2.07
65-619-5157,06/01/2024 13:39,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,South Africa,Kempton Park,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Accounting And Finance,NA,Bcom,7-10 years,66910,54904,Available immediately,Female,Black Labone,Business Consultant,Mid-Senior Level,Full-time,Yes,50-60%,Experienced Hire,none,3.02
65-619-5157,09/01/2024 8:52,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,Accounting And Finance,NA,none,Greater than 13 years,62736,58388,Must honour 30 day notice period (or longer),Female,Nmg Benefits,Employee Benefits Consultant,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,2.02
